"Date.start","Days.after.feeding","Bacteria","CFU","Individual","Dead","Offspring","corr.Offspring","hours.pi","bud","cells.suspension"
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2C6",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D1",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D2",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D3",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D4",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D5",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-2D6",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A1",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A2",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A3",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A4",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A5",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3A6",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B1",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B2",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B3",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B4",0,1,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B5",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3B6",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C1",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C2",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C3",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C4",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C5",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3C6",0,0,0,0,1,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D1",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D2",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D3",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D4",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D5",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+05,"2024-06-24-1e+05-3D6",0,0,0,0,0,0
"2024-06-24",4,"Pmegaterium",1e+06,"2024-06-24-1e+06-1A1",0,0,0,0,0,0
